nzffdRecordNumber,Fragment number,Fragment name,institutionRecordNumber,eventDate,eventTime,institution,samplingPurpose,waterBody,waterBodyType,waterPermanence,site,catchmentNumber,catchmentName,eastingNZTM,northingNZTM,decimalLongitude,decimalLatitude,recSegment,minimumElevation,distanceOcean,siteTidal,siteLandlocked,downstreamBarrier,eventLocationRemarks,siteReachLength,siteAverageWidth,minimumSampledDepth,maximumSampledDepth,waterLevel,waterColour,waterClarity,clarityMethod,waterTemperature,waterConductivity,waterDissolvedOxygenPercent,waterDissolvedOxygenPPM,waterPH,waterSalinity,habitatFlowPercent,habitatSubstratePercent,habitatInstreamCoverPresent,habitatRiparianVegPercent,samplingMethod,samplingProtocol,EfmNumberOfPasses,EfmVoltage,EfmPulseRate,EfmPulseRateWidth,EfmAnodeSize,EfmMinutes,EfmArea,NetsTrapsTotalNumber,NetsTrapsBaited,NetsTrapsMeshSize,NetsTrapsDayNight,NetsTrapsAverageSetTime,ObservationArea,taxonName,taxonCommonName,taxonRemarks,totalCount,present,soughtNotDetected,occurrenceRemarks,minLength,maxLength,indLengths,dataVersion
111580,1101003,Kauru River,4209,1/02/2004,,Ross Dungey Consulting Ltd,,Kauru River,Not Entered,Ephemeral,,717.04,Kakanui River,1426104,5005704,-45.080754,170.79052,14222805,58,21.45,u,u,n,,,,,,,,,,,,,,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,,,,,,,,,Galaxias vulgaris,Canterbury galaxias,,10,FALSE,FALSE,,,,,V2
111580,1101003,Kauru River,4209,1/02/2004,,Ross Dungey Consulting Ltd,,Kauru River,Not Entered,Ephemeral,,717.04,Kakanui River,1426104,5005704,-45.080754,170.79052,14222805,58,21.45,u,u,n,,,,,,,,,,,,,,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,,,,,,,,,Gobiomorphus breviceps,Upland bully,,8,FALSE,FALSE,,,,,V2
111580,1101003,Kauru River,4209,1/02/2004,,Ross Dungey Consulting Ltd,,Kauru River,Not Entered,Ephemeral,,717.04,Kakanui River,1426104,5005704,-45.080754,170.79052,14222805,58,21.45,u,u,n,,,,,,,,,,,,,,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,,,,,,,,,Gobiomorphus hubbsi,Bluegill bully,,1,FALSE,FALSE,,,,,V2
111580,1101003,Kauru River,4209,1/02/2004,,Ross Dungey Consulting Ltd,,Kauru River,Not Entered,Ephemeral,,717.04,Kakanui River,1426104,5005704,-45.080754,170.79052,14222805,58,21.45,u,u,n,,,,,,,,,,,,,,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,,,,,,,,,Salmo trutta,Brown trout,,10,FALSE,FALSE,,,,,V2
111580,1101003,Kauru River,4209,1/02/2004,,Ross Dungey Consulting Ltd,,Kauru River,Not Entered,Ephemeral,,717.04,Kakanui River,1426104,5005704,-45.080754,170.79052,14222805,58,21.45,u,u,n,,,,,,,,,,,,,,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,,,,,,,,,Galaxias brevipinnis,Koaro,,3,FALSE,FALSE,,,,,V2
111580,1101003,Kauru River,4209,1/02/2004,,Ross Dungey Consulting Ltd,,Kauru River,Not Entered,Ephemeral,,717.04,Kakanui River,1426104,5005704,-45.080754,170.79052,14222805,58,21.45,u,u,n,,,,,,,,,,,,,,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,,,,,,,,,Anguilla dieffenbachii,Longfin eel,,1,FALSE,FALSE,,,,,V2
111580,1101003,Kauru River,4209,1/02/2004,,Ross Dungey Consulting Ltd,,Kauru River,Not Entered,Ephemeral,,717.04,Kakanui River,1426104,5005704,-45.080754,170.79052,14222805,58,21.45,u,u,n,,,,,,,,,,,,,,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,,,,,,,,,Galaxias cobitinis,Lowland longjaw galaxias,,99,FALSE,FALSE,,,,"46,68",V2
111580,1101003,Kauru River,4209,1/02/2004,,Ross Dungey Consulting Ltd,,Kauru River,Not Entered,Ephemeral,,717.04,Kakanui River,1426104,5005704,-45.080754,170.79052,14222805,58,21.45,u,u,n,,,,,,,,,,,,,,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,,,,,,,,,Anguilla australis,Shortfin eel,,1,FALSE,FALSE,,,,,V2
111581,1101003,Kauru River,4210,1/08/2004,,Ross Dungey Consulting Ltd,,Kauru River,Not Entered,Ephemeral,,717.04,Kakanui River,1426104,5005704,-45.080754,170.79052,14222805,58,21.45,u,u,n,,,,,0.324,,,,,,,,,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,,,,,,,,,Salmo trutta,Brown trout,,15,FALSE,FALSE,,,,,V2
111581,1101003,Kauru River,4210,1/08/2004,,Ross Dungey Consulting Ltd,,Kauru River,Not Entered,Ephemeral,,717.04,Kakanui River,1426104,5005704,-45.080754,170.79052,14222805,58,21.45,u,u,n,,,,,0.324,,,,,,,,,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,,,,,,,,,Gobiomorphus breviceps,Upland bully,,9,FALSE,FALSE,,,,,V2
111581,1101003,Kauru River,4210,1/08/2004,,Ross Dungey Consulting Ltd,,Kauru River,Not Entered,Ephemeral,,717.04,Kakanui River,1426104,5005704,-45.080754,170.79052,14222805,58,21.45,u,u,n,,,,,0.324,,,,,,,,,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,,,,,,,,,Galaxias cobitinis,Lowland longjaw galaxias,,15,FALSE,FALSE,,,,"52,66",V2
111581,1101003,Kauru River,4210,1/08/2004,,Ross Dungey Consulting Ltd,,Kauru River,Not Entered,Ephemeral,,717.04,Kakanui River,1426104,5005704,-45.080754,170.79052,14222805,58,21.45,u,u,n,,,,,0.324,,,,,,,,,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,,,,,,,,,Galaxias vulgaris,Canterbury galaxias,,1,FALSE,FALSE,,,,,V2
111582,1101003,Kauru River,4211,22/09/2004,,Ross Dungey Consulting Ltd,,Kauru River,Not Entered,Ephemeral,,717.04,Kakanui River,1426104,5005704,-45.080754,170.79052,14222805,58,21.45,u,u,n,,,,,0.196,,,,,,,,,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,,,,,,,,,Salmo trutta,Brown trout,,2,FALSE,FALSE,,,,,V2
