Number of records,Earliest record,Latest record,Mean record,Median record,Density min,Density max,Density mean,Density Q25,Density Q50,Density Q75,Min length min,Min length max,Min length mean,Min length Q25,Min length Q50,Min length Q75,Max length min,Max length max,Max length mean,Max length Q25,Max length Q50,Max length Q75,Length range min,Length range max,Length range mean,Length range Q25,Length range Q50,Length range Q75
1097,1926,2020,2008.72835,2013,0,306,6.298815122,0.666666667,2,6,15,147,69.62429379,57,69,81,9,177,102.0192308,84,105,125,1,133,38.35511364,15,33,59
